budget,model,strategy,objective,solver,config,avg_decision_coverage,avg_density_phi,decision_D1_coverage,decision_D2_coverage,decision_D3_coverage,decision_D4_coverage,decision_D5_coverage,global_gr_coverage,redundancy_score,semantic_volume
500,google/embeddinggemma-300m,prior,mmr,topk,prior/mmr/topk,0.4970168430292909,0.059517084120087466,0.49098049813778166,0.5037906799962647,0.4888393856080656,0.5019146535179814,0.5718288938282149,0.4606637984180309,0.5211904041187944,-6.140853414116515
500,google/embeddinggemma-300m,prior,graphcut,topk,prior/graphcut/topk,0.4970168430292909,0.059517084120087466,0.49098049813778166,0.5037906799962647,0.4888393856080656,0.5019146535179814,0.5718288938282149,0.4606637984180309,0.5211904041187944,-6.140853414116515
500,google/embeddinggemma-300m,prior,fl,topk,prior/fl/topk,0.4970168430292909,0.059517084120087466,0.49098049813778166,0.5037906799962647,0.4888393856080656,0.5019146535179814,0.5718288938282149,0.4606637984180309,0.5211904041187944,-6.140853414116515
500,Qwen/Qwen3-Embedding-0.6B,prior,mmr,greedy,prior/mmr/greedy,0.8025246664104576,0.018169908547106216,0.7993928339845704,0.804179920279674,0.7967664287819193,0.7870619286306867,0.8299019452118178,0.7928163047548167,0.49101839664409747,-0.8572086703102544
500,Qwen/Qwen3-Embedding-0.6B,prior,graphcut,greedy,prior/graphcut/greedy,0.7989852955518779,0.018269328172055056,0.7966460932995085,0.8008540961415773,0.7929479181146014,0.7848498910319939,0.8299019452118178,0.79079165868293,0.48600625766898103,-0.7908990568709824
500,Qwen/Qwen3-Embedding-0.6B,prior,fl,greedy,prior/fl/greedy,0.9259657335847588,0.010956682317521213,0.9270824036965412,0.9230107674846981,0.9234238377454115,0.9169574840538891,0.8579234696764956,0.9143581985018527,0.7440385601992877,-2.1356953261595852
500,Qwen/Qwen3-Embedding-0.6B,prior,mmr,cost_norm,prior/mmr/cost_norm,0.8209754793129549,0.017085566339170875,0.8212309047479812,0.8189793997094305,0.8164196709995825,0.7939620939952611,0.8072807519326695,0.8110680875409547,0.5515395192042837,-0.6878416034270007
500,Qwen/Qwen3-Embedding-0.6B,prior,graphcut,cost_norm,prior/graphcut/cost_norm,0.820595173935028,0.017084998324654013,0.820917232597866,0.8179022319190127,0.8184292238363767,0.7911424156975239,0.8072807519326695,0.8113726773637308,0.5510972637050556,-0.6916212163303258
500,Qwen/Qwen3-Embedding-0.6B,prior,fl,cost_norm,prior/fl/cost_norm,0.9315532595940773,0.011209166549444902,0.9299637302640402,0.9312264176321018,0.9314576080101954,0.9232959247733711,0.8753892180336994,0.9241262202713341,0.7085612778956035,-5.090897171002514
500,Qwen/Qwen3-Embedding-0.6B,prior,dpp,dpp,prior/dpp/dpp,0.7626280590955075,0.023731534356110782,0.7624526122222068,0.7607082527232156,0.7672804971447499,0.7525368808422523,0.7468937068087288,0.7426097439674529,0.5926963885156613,-1.259669858892009
500,Qwen/Qwen3-Embedding-0.6B,prior,mmr,topk,prior/mmr/topk,0.7486649594048285,0.025407874319737532,0.7472041918078959,0.746910594849807,0.7530500777342719,0.7495801939974578,0.7950945746963063,0.7287590635344542,0.7484799842789488,-7.727014426282555
